"characters_id","characters_name","characters_images","characters_jutsu","characters_personal","characters_uniqueTraits","characters_natureType","characters_rank","characters_tools","characters_debut_novel","characters_debut_movie","characters_debut_appearsIn","characters_debut_manga","characters_debut_anime","characters_debut_game","characters_debut_ova","characters_family_incarnation-with-the-god-tree","characters_family_depowered-form","characters_family_son","characters_family_nephew","characters_family_adoptive-son","characters_family_father","characters_family_adoptive-brother","characters_family_cousin","characters_family_adoptive-father","characters_family_brother","characters_family_husband","characters_family_father","characters_family_grandniece","characters_family_grandmother","characters_family_grandfather","characters_family_mother","characters_family_granduncle","characters_family_daughter","characters_family_wife","characters_family_uncle","characters_family_granddaughter","characters_family_fiancée","characters_family_owner","characters_family_sister","characters_family_ex-husband","characters_family_younger-cousin","characters_family_uncle","characters_family_adoptive-cousin","characters_family_grandson","characters_family_younger-brother","characters_family_creator","characters_family_sibling","characters_family_unknown-kinship","characters_family_genetic-source","characters_family_creator/father","characters_family_original-form","characters_family_adoptive-daughter","characters_family_grandnephew","characters_family_adoptive-mother","characters_family_adoptive-sister","characters_family_fiancé","characters_family_lover","characters_family_twin-brother","characters_family_older-brother","characters_family_mother","characters_family_niece","characters_family_adoptive-nephew","characters_family_wife","characters_family_adoptive-grandson","characters_family_first-cousin-once-removed","characters_family_stepfather","characters_family_granddaughter","characters_family_grandson","characters_family_great-great-granddaughter","characters_family_great-great-grandson","characters_family_creation","characters_family_grandmother","characters_family_oldest-brother","characters_family_host","characters_family_clone","characters_family_godson","characters_family_son","characters_family_brother","characters_family_step-son","characters_family_pet","characters_family_genetic-template","characters_family_daughter","characters_family_adoptive-grandfather","characters_family_adoptive-aunt","characters_family_great-great-grandfather","characters_family_great-great-grandfather","characters_family_genetic-template/parent","characters_family_clone/brother","characters_family_altered-clone","characters_family_pet","characters_family_younger-brother","characters_family_unknown-kinship","characters_family_granduncle","characters_family_great-grandfather","characters_family_creation/clone","characters_family_creation","characters_family_clone/son","characters_family_grandfather","characters_family_creations","characters_family_vessel","characters_family_lover","characters_family_foster-son","characters_family_foster-father","characters_family_youngest-brother","characters_family_creation/clone-daughter","characters_family_spouse","characters_family_great-granddaughter","characters_family_great-grandson","characters_family_younger-relative","characters_family_adoptive-grandmother","characters_family_adoptive-granduncle","characters_family_adoptive-uncle","characters_family_distant-relative","characters_family_ex-wife","characters_family_descendant","characters_family_ancestor","characters_family_adoptive-nephews","characters_family_aunt","characters_family_godfather","characters_family_genetic-donor","characters_family_chakra-donor","characters_family_adoptive-sons","characters_family_adoptive-grandsons","characters_family_great-nephew","characters_family_adoptive-great-nephew","characters_voiceActors_japanese","characters_voiceActors_english","currentPage","pageSize","totalCharacters"
1120,"Shizuku","https://static.wikia.nocookie.net/naruto/images/a/ac/Shizuku.png","Fire Release: Running Fire; Mysterious Storm Technique; Water Attacking Gorgon; Water Release: Rising Water Slicer; Water Release: Water Dragon Whip; Water Replacement","Female; Deceased; list(`Part II` = ""161cm""); Land of Demons; Gang of Four; シズクShizuku","Female; Deceased; list(`Part II` = ""161cm""); Land of Demons; Gang of Four; シズクShizuku","Fire Release  (While chakra enhanced); Water Release  (While chakra enhanced)","","","Naruto Shippūden the Movie","Naruto Shippūden the Movie","Novel, Movie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miyuki Sawashiro","Michael Yurchak",1,1431,1431
1121,"Shizuku (Taki)","https://static.wikia.nocookie.net/naruto/images/b/b3/Shizuku_%28Taki%29.png","","Female; Takigakure; シズクShizuku","Female; Takigakure; シズクShizuku","","","","Naruto: Mission: Protect The Waterfall Village! (novel)",NA,"Anime, Novel",NA,NA,NA,"Mission: Protect the Waterfall Village!",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Himatsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masayo Hosono","Kari Wahlgren",1,1431,1431
1122,"Shizune","https://static.wikia.nocookie.net/naruto/images/0/0a/Shizune_Infobox.png; https://static.wikia.nocookie.net/naruto/images/f/f3/Shizune_Part_III.png","Four-Corner Sealing Barrier (Anime only); Healing Resuscitation Regeneration Technique; Multiple Shadow Clone Technique (Anime only); Mystical Palm Technique; Poison Mist; Prepared Needle Shot; Shadow Clone Technique (Anime only)","November 18; Female; list(`Part I` = ""28"", `Part II` = ""31"", `Academy Graduate` = ""9"", `Chunin Promotion` = ""13""); list(`Part I` = ""168cm""); list(`Part I` = ""49.2kg""); A; Medical-nin; c(""Hokage's Assistant"", ""Captain of the Logistical Support and Medical Division of the Allied Shinobi Forces""); c(""Konohagakure"", ""Allied Shinobi Forces""); c(""Konoha Special Mission Platoon"", ""Orochimaru Search Team  (Anime only)"", ""Logistical Support and Medical Division"")","November 18; Female; list(`Part I` = ""28"", `Part II` = ""31"", `Academy Graduate` = ""9"", `Chunin Promotion` = ""13""); list(`Part I` = ""168cm""); list(`Part I` = ""49.2kg""); A; Medical-nin; c(""Hokage's Assistant"", ""Captain of the Logistical Support and Medical Division of the Allied Shinobi Forces""); c(""Konohagakure"", ""Allied Shinobi Forces""); c(""Konoha Special Mission Platoon"", ""Orochimaru Search Team  (Anime only)"", ""Logistical Support and Medical Division"")","","list(`Part I` = ""Jōnin""); 010800","Antidote; Injection Shot (Anime only); Poison; Senbon; Tantō (Anime only); Wrist-Mounted Senbon Launcher","Kakashi Hiden: Lightning in the Icy Sky","Naruto Shippūden the Movie","Anime, Manga, Novel, Game, Movie","Naruto Chapter #148","Naruto Episode #85","Naruto: Ultimate Ninja 2","Hidden Leaf Village Grand Sports Festival!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dan Katō",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keiko Nemoto","Megan Hollingshead",1,1431,1431
1123,"Shojoji","https://static.wikia.nocookie.net/naruto/images/d/d7/Shojoji.png","Corpse Clone Technique; Moon Shadow Technique (Anime only); Pink Lightning (Anime only); Shadow Sword (Anime only); Wind Release: Shield of the Wind Count; Wind Release: Sword of the Wind Count","Male; Missing-nin; Leader of Mujina Bandits; Mujina Bandits","Male; Missing-nin; Leader of Mujina Bandits; Mujina Bandits","Wind Release; Lightning Release  (Anime only)","","","Shikamaru Shinden: A Cloud Dancing in Forlorn Falling Petals  (Mentioned)",NA,"Anime, Manga, Novel","Boruto Chapter #11","Boruto Episode #147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naomi Kusumi; Masanori Takeda   (Tsukiyo); Takayasu Usui   (Kokuri); Shōto Kashii   (Yamaoka)","Chris Tergliafera; Chris Hackney   (Tsukiyo); Lucien Dodge   (Kokuri); Michael Sorich   (Yamaoka)",1,1431,1431
1124,"Shōseki","https://static.wikia.nocookie.net/naruto/images/f/f2/Sh%C5%8Dseki.png","","Male; Iō's apprentice; Konohagakure","Male; Iō's apprentice; Konohagakure","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kōki Miyata","Johnny Yong Bosch",1,1431,1431
1125,"Shū","https://static.wikia.nocookie.net/naruto/images/e/ec/Sh%C5%AB.png","","Male; Cat; list(`Part I` = ""3""); Land of Fire; シュウShū","Male; Cat; list(`Part I` = ""3""); Land of Fire; シュウShū","","","",NA,NA,"Anime, Manga, Game","Naruto Chapter #151","Naruto Episode #87","Naruto Mobile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
1126,"Shū (lord)","https://static.wikia.nocookie.net/naruto/images/d/dc/Lord_Shu.png","","<a href=""/wiki/File:Sh%C5%AB,_Chiyo_and_Team_10.PNG"" title=""File:Shū, Chiyo and Team 10.PNG""><img alt="""" src=""https://static.wikia.nocookie.net/naruto/images/9/94/Sh%C5%AB%2C_Chiyo_and_Team_10.PNG/revision/latest/scale-to-width-down/180?cb=20161029005103"" decoding=""async"" loading=""lazy"" width=""180"" height=""101"" class=""thumbimage"" data-image-name=""Shū, Chiyo and Team 10.PNG"" data-image-key=""Sh%C5%AB%2C_Chiyo_and_Team_10.PNG"" data-src=""https://static.wikia.nocookie.net/naruto/images/9/94/Sh%C5%AB%2C_Chiyo_and_Team_10.PNG/revision/latest/scale-to-width-down/180?cb=20161029005103"" /></a> 	 		 		 		 			Naruto and Team 10 escorting Shū and Chiyo.","<a href=""/wiki/File:Sh%C5%AB,_Chiyo_and_Team_10.PNG"" title=""File:Shū, Chiyo and Team 10.PNG""><img alt="""" src=""https://static.wikia.nocookie.net/naruto/images/9/94/Sh%C5%AB%2C_Chiyo_and_Team_10.PNG/revision/latest/scale-to-width-down/180?cb=20161029005103"" decoding=""async"" loading=""lazy"" width=""180"" height=""101"" class=""thumbimage"" data-image-name=""Shū, Chiyo and Team 10.PNG"" data-image-key=""Sh%C5%AB%2C_Chiyo_and_Team_10.PNG"" data-src=""https://static.wikia.nocookie.net/naruto/images/9/94/Sh%C5%AB%2C_Chiyo_and_Team_10.PNG/revision/latest/scale-to-width-down/180?cb=20161029005103"" /></a> 	 		 		 		 			Naruto and Team 10 escorting Shū and Chiyo.","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kengo Kawanishi","Brian Beacock",1,1431,1431
1127,"Shukaku","https://static.wikia.nocookie.net/naruto/images/9/99/Shukaku.png","Chakra Transfer Technique; Desert Layered Imperial Funeral Seal; Tailed Beast Ball; Tailed Beast Full Charge; Tailed Beast Shockwave (Anime only); Tailed Beast Telepathy; Wind Release: Drilling Air Bullet; Wind Release: Sand Buckshot","Tanuki; Magnet Release; Tailed Beast; c(""Bunpuku"", ""Gaara"", ""Obito Uchiha"", ""Naruto Uzumaki""); Sunagakure","Tanuki; Magnet Release; Tailed Beast; c(""Bunpuku"", ""Gaara"", ""Obito Uchiha"", ""Naruto Uzumaki""); Sunagakure","Magnet Release; Wind Release; Earth Release","","Sand","The Last: Naruto the Movie","The Last: Naruto the Movie","Anime, Manga, Novel, Game, Movie","Naruto Chapter #134","Naruto Episode #78","Naruto: Ultimate Ninja","Naruto x UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hagoromo Ōtsutsuki","Kurama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hiroshi Iwasaki","Kirk Thornton; Liam O'Brien   (Video games)",1,1431,1431
1128,"Shun","https://static.wikia.nocookie.net/naruto/images/1/17/Shun.png","","Male; c(""Konohagakure"", ""Allied Shinobi Forces""); Second Division; シュンShun","Male; c(""Konohagakure"", ""Allied Shinobi Forces""); Second Division; シュンShun","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryūichi Kijima","Spike Spencer",1,1431,1431
1129,"Shura","https://static.wikia.nocookie.net/naruto/images/d/d4/Shura.png","May Rain Blood River","Male; Deceased; Missing-nin; Shinobazu","Male; Deceased; Missing-nin; Shinobazu","","","Flamethrower; Senbon; Sword; Umbrella; Wire Strings",NA,NA,"Anime",NA,"Naruto Episode #209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keijin Okuda","Christopher Corey Smith",1,1431,1431
1130,"Sky Ninja Executive","https://static.wikia.nocookie.net/naruto/images/8/86/UnnamedSkyNinjaCaptain.png","","Male; Deceased; Land of the Sky","Male; Deceased; Land of the Sky","","","Winged Mechanical Device","Naruto Shippūden the Movie: Bonds","Naruto Shippūden the Movie: Bonds","Novel, Movie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Junichi Endō","",1,1431,1431
1131,"Ran Sōgi","https://static.wikia.nocookie.net/naruto/images/e/e9/Ran_Sogi.png","","Male; Konohagakure","Male; Konohagakure","","list(`Boruto Manga` = ""Academy Student"")","",NA,NA,"Anime",NA,"Boruto Episode #261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suzu Sōgi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Misuzu Yamada","",1,1431,1431
1132,"Suzu Sōgi","https://static.wikia.nocookie.net/naruto/images/2/23/Suzu_Sogi.png","","Female; Konohagakure","Female; Konohagakure","","list(`Boruto Manga` = ""Academy Student"")","",NA,NA,"Anime",NA,"Boruto Episode #261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ran Sōgi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rin Aira","",1,1431,1431
1133,"Sōma","https://static.wikia.nocookie.net/naruto/images/b/bd/Soma.png","","Demon; Incapacitated","Demon; Incapacitated","","","",NA,NA,"Anime",NA,"Boruto Episode #117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryō Nishitani","",1,1431,1431
1134,"Son Gokū","https://static.wikia.nocookie.net/naruto/images/5/5e/Son_Goku.png","Chakra Transfer Technique; Flower–Fruit Mountain; Monkey Flame Arson; Tailed Beast Ball; Tailed Beast Full Charge; Tailed Beast Telepathy","Monkey; Lava Release; c(""Tailed Beast"", ""Sage""); c(""Rōshi"", ""Naruto Uzumaki""); Iwagakure","Monkey; Lava Release; c(""Tailed Beast"", ""Sage""); c(""Rōshi"", ""Naruto Uzumaki""); Iwagakure","Lava Release; Fire Release; Earth Release","","","The Last: Naruto the Movie","The Last: Naruto the Movie","Anime, Manga, Novel, Game, Movie","Naruto Chapter #467","Naruto Shippūden Episode #165","Naruto Shippūden: Ultimate Ninja Storm 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hagoromo Ōtsutsuki","Kurama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hiroki Yasumoto","John Eric Bentley",1,1431,1431
1135,"Sora","https://static.wikia.nocookie.net/naruto/images/2/2d/Sora_full.png","Beast Tearing Gale Palm; Beast Tearing Palm; Flying Swallow; Tailed Beast Chakra Arms; Tailed Beast Shockwave","Male; list(`Part II` = ""16""); list(`Part II` = ""164cm""); c(""Pseudo-Jinchūriki"", ""Ninja monk""); Kurama (Forms); c(""Land of Fire"", ""Fire Temple""); Team Kakashi; ソラSora","Male; list(`Part II` = ""16""); list(`Part II` = ""164cm""); c(""Pseudo-Jinchūriki"", ""Ninja monk""); Kurama (Forms); c(""Land of Fire"", ""Fire Temple""); Team Kakashi; ソラSora","Wind Release","","Chakra Blade; Chakra Enhanced Triple-Bladed Claw",NA,NA,"Anime",NA,"Naruto Shippūden Episode #54",NA,NA,NA,NA,NA,NA,NA,"Kazuma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daisuke Hirakawa; Keiko Nemoto   (Child)","Michael Sinterniklaas",1,1431,1431
1136,"Sora (orphan)","https://static.wikia.nocookie.net/naruto/images/f/f9/Sora_Tonika.png","","Female; Tonika Village; ソラSora","Female; Tonika Village; ソラSora","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariko Mizuno","Michelle Ruff",1,1431,1431
1137,"Sōta","https://static.wikia.nocookie.net/naruto/images/e/e5/Sota.png","","Male; Konohagakure","Male; Konohagakure","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariko Mizuno","Stephanie Sheh",1,1431,1431
1138,"Sōzu","https://static.wikia.nocookie.net/naruto/images/b/b4/S%C5%8Dzu.png","","Male; list(`Part I` = ""36""); Gambler; Land of Fire","Male; list(`Part I` = ""36""); Gambler; Land of Fire","","","",NA,NA,"Anime, Manga, Game","Naruto Chapter #149","Naruto Episode #86","Naruto Mobile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shigenori Sōya","Lex Lang",1,1431,1431
1139,"Spirit Beast","https://static.wikia.nocookie.net/naruto/images/f/fd/Spirit_Beast.png","","Catfish; Presumed Deceased","Catfish; Presumed Deceased","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
